========
Segment 0, number of frames = 41853, viterbi-score = 212271.426068
Printing random variables from (P,C,E)=(1,41852,0) sections
Ptn-0 P: G(0)=1,P1(0)=6,P2(0)=14,Z(0)=0
Ptn-39945 C: G(39945)=1,P1(39945)=6,P2(39945)=14,Z(39945)=1
Ptn-39946 C: G(39946)=1,P1(39946)=6,P2(39946)=14,Z(39946)=1
Ptn-39947 C: G(39947)=1,P1(39947)=6,P2(39947)=14,Z(39947)=1
Ptn-39948 C: G(39948)=1,P1(39948)=6,P2(39948)=14,Z(39948)=1
Ptn-39949 C: G(39949)=1,P1(39949)=6,P2(39949)=14,Z(39949)=1
Ptn-39950 C: G(39950)=1,P1(39950)=6,P2(39950)=14,Z(39950)=1
Ptn-39951 C: G(39951)=1,P1(39951)=6,P2(39951)=14,Z(39951)=1
Ptn-39952 C: G(39952)=1,P1(39952)=6,P2(39952)=14,Z(39952)=1
Ptn-39953 C: G(39953)=1,P1(39953)=6,P2(39953)=14,Z(39953)=1
Ptn-39954 C: G(39954)=1,P1(39954)=6,P2(39954)=14,Z(39954)=1
Ptn-39955 C: G(39955)=1,P1(39955)=6,P2(39955)=14,Z(39955)=1
Ptn-39956 C: G(39956)=1,P1(39956)=6,P2(39956)=14,Z(39956)=1
Ptn-39957 C: G(39957)=1,P1(39957)=6,P2(39957)=14,Z(39957)=1
Ptn-39958 C: G(39958)=1,P1(39958)=6,P2(39958)=14,Z(39958)=1
Ptn-39959 C: G(39959)=1,P1(39959)=6,P2(39959)=14,Z(39959)=1
Ptn-39960 C: G(39960)=1,P1(39960)=6,P2(39960)=14,Z(39960)=1
Ptn-39961 C: G(39961)=1,P1(39961)=6,P2(39961)=14,Z(39961)=1
Ptn-39962 C: G(39962)=1,P1(39962)=6,P2(39962)=14,Z(39962)=1
Ptn-39963 C: G(39963)=1,P1(39963)=6,P2(39963)=14,Z(39963)=1
Ptn-39964 C: G(39964)=1,P1(39964)=6,P2(39964)=14,Z(39964)=1
Ptn-39965 C: G(39965)=1,P1(39965)=6,P2(39965)=14,Z(39965)=0
Ptn-39966 C: G(39966)=1,P1(39966)=6,P2(39966)=14,Z(39966)=1
Ptn-39967 C: G(39967)=1,P1(39967)=6,P2(39967)=14,Z(39967)=1
Ptn-39968 C: G(39968)=1,P1(39968)=6,P2(39968)=14,Z(39968)=1
Ptn-39969 C: G(39969)=1,P1(39969)=6,P2(39969)=14,Z(39969)=1
Ptn-39970 C: G(39970)=1,P1(39970)=6,P2(39970)=14,Z(39970)=1
Ptn-39971 C: G(39971)=1,P1(39971)=6,P2(39971)=14,Z(39971)=1
Ptn-39972 C: G(39972)=1,P1(39972)=6,P2(39972)=14,Z(39972)=1
Ptn-39973 C: G(39973)=1,P1(39973)=6,P2(39973)=14,Z(39973)=1
Ptn-39974 C: G(39974)=1,P1(39974)=6,P2(39974)=14,Z(39974)=1
Ptn-39975 C: G(39975)=1,P1(39975)=6,P2(39975)=14,Z(39975)=1
Ptn-39976 C: G(39976)=1,P1(39976)=6,P2(39976)=14,Z(39976)=1
Ptn-39977 C: G(39977)=1,P1(39977)=6,P2(39977)=14,Z(39977)=1
Ptn-39978 C: G(39978)=1,P1(39978)=6,P2(39978)=14,Z(39978)=1
Ptn-39979 C: G(39979)=1,P1(39979)=6,P2(39979)=14,Z(39979)=1
Ptn-39980 C: G(39980)=1,P1(39980)=6,P2(39980)=14,Z(39980)=1
Ptn-39981 C: G(39981)=1,P1(39981)=6,P2(39981)=14,Z(39981)=1
Ptn-39982 C: G(39982)=1,P1(39982)=6,P2(39982)=14,Z(39982)=1
Ptn-39983 C: G(39983)=1,P1(39983)=6,P2(39983)=14,Z(39983)=1
Ptn-39984 C: G(39984)=1,P1(39984)=6,P2(39984)=14,Z(39984)=1
Ptn-39985 C: G(39985)=1,P1(39985)=6,P2(39985)=14,Z(39985)=1
Ptn-39986 C: G(39986)=1,P1(39986)=6,P2(39986)=14,Z(39986)=1
Ptn-39987 C: G(39987)=1,P1(39987)=6,P2(39987)=14,Z(39987)=1
Ptn-39988 C: G(39988)=1,P1(39988)=6,P2(39988)=14,Z(39988)=1
Ptn-39989 C: G(39989)=1,P1(39989)=6,P2(39989)=14,Z(39989)=1
Ptn-39990 C: G(39990)=1,P1(39990)=6,P2(39990)=14,Z(39990)=1
Ptn-39991 C: G(39991)=1,P1(39991)=6,P2(39991)=14,Z(39991)=1
Ptn-39992 C: G(39992)=1,P1(39992)=6,P2(39992)=14,Z(39992)=1
Ptn-39993 C: G(39993)=1,P1(39993)=6,P2(39993)=14,Z(39993)=1
Ptn-39994 C: G(39994)=1,P1(39994)=6,P2(39994)=14,Z(39994)=1
Ptn-39995 C: G(39995)=1,P1(39995)=6,P2(39995)=14,Z(39995)=1
Ptn-39996 C: G(39996)=1,P1(39996)=6,P2(39996)=14,Z(39996)=1
Ptn-39997 C: G(39997)=1,P1(39997)=6,P2(39997)=14,Z(39997)=1
Ptn-39998 C: G(39998)=1,P1(39998)=6,P2(39998)=14,Z(39998)=1
Ptn-39999 C: G(39999)=1,P1(39999)=6,P2(39999)=14,Z(39999)=1
Ptn-40000 C: G(40000)=1,P1(40000)=6,P2(40000)=14,Z(40000)=1
Ptn-40001 C: G(40001)=1,P1(40001)=6,P2(40001)=14,Z(40001)=1
Ptn-40002 C: G(40002)=1,P1(40002)=6,P2(40002)=14,Z(40002)=1
Ptn-40003 C: G(40003)=1,P1(40003)=6,P2(40003)=14,Z(40003)=1
Ptn-40004 C: G(40004)=1,P1(40004)=6,P2(40004)=14,Z(40004)=1
Ptn-40005 C: G(40005)=1,P1(40005)=6,P2(40005)=14,Z(40005)=1
Ptn-40006 C: G(40006)=1,P1(40006)=6,P2(40006)=14,Z(40006)=1
Ptn-40007 C: G(40007)=1,P1(40007)=6,P2(40007)=14,Z(40007)=1
Ptn-40008 C: G(40008)=1,P1(40008)=6,P2(40008)=14,Z(40008)=1
Ptn-40009 C: G(40009)=1,P1(40009)=6,P2(40009)=14,Z(40009)=1
Ptn-40010 C: G(40010)=1,P1(40010)=6,P2(40010)=14,Z(40010)=1
Ptn-40011 C: G(40011)=1,P1(40011)=6,P2(40011)=14,Z(40011)=1
Ptn-40012 C: G(40012)=1,P1(40012)=6,P2(40012)=14,Z(40012)=1
Ptn-40013 C: G(40013)=1,P1(40013)=6,P2(40013)=14,Z(40013)=1
Ptn-40014 C: G(40014)=1,P1(40014)=6,P2(40014)=14,Z(40014)=1
Ptn-40015 C: G(40015)=1,P1(40015)=6,P2(40015)=14,Z(40015)=1
Ptn-40016 C: G(40016)=1,P1(40016)=6,P2(40016)=14,Z(40016)=1
Ptn-40017 C: G(40017)=1,P1(40017)=6,P2(40017)=14,Z(40017)=1
Ptn-40018 C: G(40018)=1,P1(40018)=6,P2(40018)=14,Z(40018)=1
Ptn-40019 C: G(40019)=1,P1(40019)=6,P2(40019)=14,Z(40019)=1
Ptn-40020 C: G(40020)=1,P1(40020)=6,P2(40020)=14,Z(40020)=1
Ptn-40021 C: G(40021)=1,P1(40021)=6,P2(40021)=14,Z(40021)=1
Ptn-40022 C: G(40022)=1,P1(40022)=6,P2(40022)=14,Z(40022)=1
Ptn-40023 C: G(40023)=1,P1(40023)=6,P2(40023)=14,Z(40023)=1
Ptn-40024 C: G(40024)=1,P1(40024)=6,P2(40024)=14,Z(40024)=1
Ptn-40025 C: G(40025)=1,P1(40025)=6,P2(40025)=14,Z(40025)=1
Ptn-40026 C: G(40026)=1,P1(40026)=6,P2(40026)=14,Z(40026)=1
Ptn-40027 C: G(40027)=1,P1(40027)=6,P2(40027)=14,Z(40027)=1
Ptn-40028 C: G(40028)=1,P1(40028)=6,P2(40028)=14,Z(40028)=1
Ptn-40029 C: G(40029)=1,P1(40029)=6,P2(40029)=14,Z(40029)=1
Ptn-40030 C: G(40030)=1,P1(40030)=6,P2(40030)=14,Z(40030)=1
Ptn-40031 C: G(40031)=1,P1(40031)=6,P2(40031)=14,Z(40031)=1
Ptn-40032 C: G(40032)=1,P1(40032)=6,P2(40032)=14,Z(40032)=1
Ptn-40033 C: G(40033)=1,P1(40033)=6,P2(40033)=14,Z(40033)=1
Ptn-40034 C: G(40034)=1,P1(40034)=6,P2(40034)=14,Z(40034)=1
Ptn-40035 C: G(40035)=1,P1(40035)=6,P2(40035)=14,Z(40035)=1
Ptn-40036 C: G(40036)=1,P1(40036)=6,P2(40036)=14,Z(40036)=1
Ptn-40037 C: G(40037)=1,P1(40037)=6,P2(40037)=14,Z(40037)=1
Ptn-40038 C: G(40038)=1,P1(40038)=6,P2(40038)=14,Z(40038)=1
Ptn-40039 C: G(40039)=1,P1(40039)=6,P2(40039)=14,Z(40039)=1
Ptn-40040 C: G(40040)=1,P1(40040)=6,P2(40040)=14,Z(40040)=1
Ptn-40041 C: G(40041)=1,P1(40041)=6,P2(40041)=14,Z(40041)=1
Ptn-40042 C: G(40042)=1,P1(40042)=6,P2(40042)=14,Z(40042)=1
Ptn-40043 C: G(40043)=1,P1(40043)=6,P2(40043)=14,Z(40043)=1
Ptn-40044 C: G(40044)=1,P1(40044)=6,P2(40044)=14,Z(40044)=1
Ptn-40045 C: G(40045)=1,P1(40045)=6,P2(40045)=14,Z(40045)=1
Ptn-40046 C: G(40046)=1,P1(40046)=6,P2(40046)=14,Z(40046)=1
Ptn-40047 C: G(40047)=1,P1(40047)=6,P2(40047)=14,Z(40047)=1
Ptn-40048 C: G(40048)=1,P1(40048)=6,P2(40048)=14,Z(40048)=1
Ptn-40049 C: G(40049)=1,P1(40049)=6,P2(40049)=14,Z(40049)=1
Ptn-40050 C: G(40050)=1,P1(40050)=6,P2(40050)=14,Z(40050)=1
Ptn-40051 C: G(40051)=1,P1(40051)=6,P2(40051)=14,Z(40051)=1
Ptn-40052 C: G(40052)=1,P1(40052)=6,P2(40052)=14,Z(40052)=1
Ptn-40053 C: G(40053)=1,P1(40053)=6,P2(40053)=14,Z(40053)=0
Ptn-40054 C: G(40054)=3,P1(40054)=6,P2(40054)=14,Z(40054)=0
Ptn-40055 C: G(40055)=2,P1(40055)=6,P2(40055)=14,Z(40055)=0
Ptn-40056 C: G(40056)=2,P1(40056)=6,P2(40056)=14,Z(40056)=0
Ptn-40057 C: G(40057)=3,P1(40057)=6,P2(40057)=14,Z(40057)=0
Ptn-40058 C: G(40058)=3,P1(40058)=6,P2(40058)=14,Z(40058)=0
Ptn-40059 C: G(40059)=3,P1(40059)=6,P2(40059)=14,Z(40059)=0
Ptn-40060 C: G(40060)=3,P1(40060)=6,P2(40060)=14,Z(40060)=0
Ptn-40061 C: G(40061)=3,P1(40061)=6,P2(40061)=14,Z(40061)=0
Ptn-40062 C: G(40062)=3,P1(40062)=6,P2(40062)=14,Z(40062)=0
Ptn-40063 C: G(40063)=3,P1(40063)=6,P2(40063)=14,Z(40063)=0
Ptn-40064 C: G(40064)=3,P1(40064)=6,P2(40064)=14,Z(40064)=0
Ptn-40065 C: G(40065)=1,P1(40065)=6,P2(40065)=14,Z(40065)=0
Ptn-40066 C: G(40066)=1,P1(40066)=6,P2(40066)=14,Z(40066)=0
Ptn-40067 C: G(40067)=1,P1(40067)=6,P2(40067)=14,Z(40067)=0
Ptn-40068 C: G(40068)=1,P1(40068)=6,P2(40068)=14,Z(40068)=0
Ptn-40069 C: G(40069)=1,P1(40069)=6,P2(40069)=14,Z(40069)=0
Ptn-40070 C: G(40070)=1,P1(40070)=6,P2(40070)=14,Z(40070)=0
Ptn-40071 C: G(40071)=1,P1(40071)=6,P2(40071)=14,Z(40071)=0
Ptn-40072 C: G(40072)=1,P1(40072)=6,P2(40072)=14,Z(40072)=0
Ptn-40073 C: G(40073)=1,P1(40073)=6,P2(40073)=14,Z(40073)=0
Ptn-40074 C: G(40074)=1,P1(40074)=6,P2(40074)=14,Z(40074)=0
Ptn-40075 C: G(40075)=1,P1(40075)=6,P2(40075)=14,Z(40075)=0
Ptn-40076 C: G(40076)=1,P1(40076)=6,P2(40076)=14,Z(40076)=0
Ptn-40077 C: G(40077)=1,P1(40077)=6,P2(40077)=14,Z(40077)=0
Ptn-40078 C: G(40078)=1,P1(40078)=6,P2(40078)=14,Z(40078)=0
Ptn-40079 C: G(40079)=1,P1(40079)=6,P2(40079)=14,Z(40079)=0
Ptn-40080 C: G(40080)=1,P1(40080)=6,P2(40080)=14,Z(40080)=0
Ptn-40081 C: G(40081)=1,P1(40081)=6,P2(40081)=14,Z(40081)=0
Ptn-40082 C: G(40082)=1,P1(40082)=6,P2(40082)=14,Z(40082)=0
Ptn-40083 C: G(40083)=1,P1(40083)=6,P2(40083)=14,Z(40083)=0
Ptn-40084 C: G(40084)=1,P1(40084)=6,P2(40084)=14,Z(40084)=0
Ptn-40085 C: G(40085)=1,P1(40085)=6,P2(40085)=14,Z(40085)=0
Ptn-40086 C: G(40086)=1,P1(40086)=6,P2(40086)=14,Z(40086)=0
Ptn-40087 C: G(40087)=1,P1(40087)=6,P2(40087)=14,Z(40087)=0
Ptn-40088 C: G(40088)=1,P1(40088)=6,P2(40088)=14,Z(40088)=0
Ptn-40089 C: G(40089)=1,P1(40089)=6,P2(40089)=14,Z(40089)=0
Ptn-40090 C: G(40090)=1,P1(40090)=6,P2(40090)=14,Z(40090)=0
Ptn-40091 C: G(40091)=1,P1(40091)=6,P2(40091)=14,Z(40091)=0
Ptn-40092 C: G(40092)=1,P1(40092)=6,P2(40092)=14,Z(40092)=0
Ptn-40093 C: G(40093)=1,P1(40093)=6,P2(40093)=14,Z(40093)=0
Ptn-40094 C: G(40094)=1,P1(40094)=6,P2(40094)=14,Z(40094)=0
Ptn-40095 C: G(40095)=1,P1(40095)=6,P2(40095)=14,Z(40095)=0
Ptn-40096 C: G(40096)=1,P1(40096)=6,P2(40096)=14,Z(40096)=0
Ptn-40097 C: G(40097)=1,P1(40097)=6,P2(40097)=14,Z(40097)=0
Ptn-40098 C: G(40098)=1,P1(40098)=6,P2(40098)=14,Z(40098)=0
Ptn-40099 C: G(40099)=1,P1(40099)=6,P2(40099)=14,Z(40099)=0
Ptn-40100 C: G(40100)=1,P1(40100)=6,P2(40100)=14,Z(40100)=0
Ptn-40101 C: G(40101)=1,P1(40101)=6,P2(40101)=14,Z(40101)=0
Ptn-40102 C: G(40102)=1,P1(40102)=6,P2(40102)=14,Z(40102)=0
Ptn-40103 C: G(40103)=1,P1(40103)=6,P2(40103)=14,Z(40103)=0
Ptn-40104 C: G(40104)=1,P1(40104)=6,P2(40104)=14,Z(40104)=0
Ptn-40105 C: G(40105)=1,P1(40105)=6,P2(40105)=14,Z(40105)=0
Ptn-40106 C: G(40106)=3,P1(40106)=6,P2(40106)=14,Z(40106)=0
Ptn-40107 C: G(40107)=3,P1(40107)=6,P2(40107)=14,Z(40107)=1
Ptn-40108 C: G(40108)=1,P1(40108)=6,P2(40108)=14,Z(40108)=0
Ptn-40109 C: G(40109)=1,P1(40109)=6,P2(40109)=14,Z(40109)=0
Ptn-40110 C: G(40110)=1,P1(40110)=6,P2(40110)=14,Z(40110)=0
Ptn-40111 C: G(40111)=1,P1(40111)=6,P2(40111)=14,Z(40111)=0
Ptn-40112 C: G(40112)=1,P1(40112)=6,P2(40112)=14,Z(40112)=0
Ptn-40113 C: G(40113)=1,P1(40113)=6,P2(40113)=14,Z(40113)=0
Ptn-40114 C: G(40114)=1,P1(40114)=6,P2(40114)=14,Z(40114)=0
Ptn-40115 C: G(40115)=1,P1(40115)=6,P2(40115)=14,Z(40115)=0
Ptn-40116 C: G(40116)=1,P1(40116)=6,P2(40116)=14,Z(40116)=0
Ptn-40117 C: G(40117)=1,P1(40117)=6,P2(40117)=14,Z(40117)=0
Ptn-40118 C: G(40118)=1,P1(40118)=6,P2(40118)=14,Z(40118)=0
Ptn-40119 C: G(40119)=1,P1(40119)=6,P2(40119)=14,Z(40119)=0
Ptn-40120 C: G(40120)=1,P1(40120)=6,P2(40120)=14,Z(40120)=0
Ptn-40121 C: G(40121)=1,P1(40121)=6,P2(40121)=14,Z(40121)=0
Ptn-40122 C: G(40122)=1,P1(40122)=6,P2(40122)=14,Z(40122)=0
Ptn-40123 C: G(40123)=1,P1(40123)=6,P2(40123)=14,Z(40123)=0
Ptn-40124 C: G(40124)=1,P1(40124)=6,P2(40124)=14,Z(40124)=0
Ptn-40125 C: G(40125)=1,P1(40125)=6,P2(40125)=14,Z(40125)=0
Ptn-40126 C: G(40126)=1,P1(40126)=6,P2(40126)=14,Z(40126)=0
Ptn-40127 C: G(40127)=1,P1(40127)=6,P2(40127)=14,Z(40127)=0
Ptn-40128 C: G(40128)=1,P1(40128)=6,P2(40128)=14,Z(40128)=0
Ptn-40129 C: G(40129)=1,P1(40129)=6,P2(40129)=14,Z(40129)=0
Ptn-40130 C: G(40130)=1,P1(40130)=6,P2(40130)=14,Z(40130)=0
Ptn-40131 C: G(40131)=1,P1(40131)=6,P2(40131)=14,Z(40131)=0
Ptn-40132 C: G(40132)=3,P1(40132)=6,P2(40132)=14,Z(40132)=1
Ptn-40133 C: G(40133)=3,P1(40133)=6,P2(40133)=14,Z(40133)=1
Ptn-40134 C: G(40134)=1,P1(40134)=6,P2(40134)=14,Z(40134)=0
Ptn-40135 C: G(40135)=1,P1(40135)=6,P2(40135)=14,Z(40135)=0
Ptn-40136 C: G(40136)=1,P1(40136)=6,P2(40136)=14,Z(40136)=0
Ptn-40137 C: G(40137)=1,P1(40137)=6,P2(40137)=14,Z(40137)=0
Ptn-40138 C: G(40138)=1,P1(40138)=6,P2(40138)=14,Z(40138)=0
Ptn-40139 C: G(40139)=1,P1(40139)=6,P2(40139)=14,Z(40139)=0
Ptn-40140 C: G(40140)=1,P1(40140)=6,P2(40140)=14,Z(40140)=0
Ptn-40141 C: G(40141)=1,P1(40141)=6,P2(40141)=14,Z(40141)=0
Ptn-40142 C: G(40142)=1,P1(40142)=6,P2(40142)=14,Z(40142)=0
Ptn-40143 C: G(40143)=1,P1(40143)=6,P2(40143)=14,Z(40143)=0
Ptn-40144 C: G(40144)=1,P1(40144)=6,P2(40144)=14,Z(40144)=0
Ptn-40145 C: G(40145)=1,P1(40145)=6,P2(40145)=14,Z(40145)=0
Ptn-40146 C: G(40146)=1,P1(40146)=6,P2(40146)=14,Z(40146)=0
Ptn-40147 C: G(40147)=1,P1(40147)=6,P2(40147)=14,Z(40147)=0
Ptn-40148 C: G(40148)=1,P1(40148)=6,P2(40148)=14,Z(40148)=0
Ptn-40149 C: G(40149)=1,P1(40149)=6,P2(40149)=14,Z(40149)=0
Ptn-40150 C: G(40150)=1,P1(40150)=6,P2(40150)=14,Z(40150)=0
Ptn-40151 C: G(40151)=1,P1(40151)=6,P2(40151)=14,Z(40151)=0
Ptn-40152 C: G(40152)=1,P1(40152)=6,P2(40152)=14,Z(40152)=0
Ptn-40153 C: G(40153)=1,P1(40153)=6,P2(40153)=14,Z(40153)=0
Ptn-40154 C: G(40154)=1,P1(40154)=6,P2(40154)=14,Z(40154)=0
Ptn-40155 C: G(40155)=1,P1(40155)=6,P2(40155)=14,Z(40155)=0
Ptn-40156 C: G(40156)=1,P1(40156)=6,P2(40156)=14,Z(40156)=0
Ptn-40157 C: G(40157)=1,P1(40157)=6,P2(40157)=14,Z(40157)=0
Ptn-40158 C: G(40158)=1,P1(40158)=6,P2(40158)=14,Z(40158)=0
Ptn-40159 C: G(40159)=1,P1(40159)=6,P2(40159)=14,Z(40159)=0
Ptn-40160 C: G(40160)=1,P1(40160)=6,P2(40160)=14,Z(40160)=0
Ptn-40161 C: G(40161)=1,P1(40161)=6,P2(40161)=14,Z(40161)=0
Ptn-40162 C: G(40162)=1,P1(40162)=6,P2(40162)=14,Z(40162)=0
Ptn-40163 C: G(40163)=1,P1(40163)=6,P2(40163)=14,Z(40163)=0
Ptn-40164 C: G(40164)=1,P1(40164)=6,P2(40164)=14,Z(40164)=0
Ptn-40165 C: G(40165)=1,P1(40165)=6,P2(40165)=14,Z(40165)=0
Ptn-40166 C: G(40166)=1,P1(40166)=6,P2(40166)=14,Z(40166)=0
Ptn-40167 C: G(40167)=1,P1(40167)=6,P2(40167)=14,Z(40167)=0
Ptn-40168 C: G(40168)=1,P1(40168)=6,P2(40168)=14,Z(40168)=0
Ptn-40169 C: G(40169)=1,P1(40169)=6,P2(40169)=14,Z(40169)=0
Ptn-40170 C: G(40170)=1,P1(40170)=6,P2(40170)=14,Z(40170)=0
Ptn-40171 C: G(40171)=1,P1(40171)=6,P2(40171)=14,Z(40171)=0
Ptn-40172 C: G(40172)=1,P1(40172)=6,P2(40172)=14,Z(40172)=0
Ptn-40173 C: G(40173)=1,P1(40173)=6,P2(40173)=14,Z(40173)=0
Ptn-40174 C: G(40174)=1,P1(40174)=6,P2(40174)=14,Z(40174)=0
Ptn-40175 C: G(40175)=1,P1(40175)=6,P2(40175)=14,Z(40175)=0
Ptn-40176 C: G(40176)=1,P1(40176)=6,P2(40176)=14,Z(40176)=0
Ptn-40177 C: G(40177)=1,P1(40177)=6,P2(40177)=14,Z(40177)=0
Ptn-40178 C: G(40178)=1,P1(40178)=6,P2(40178)=14,Z(40178)=0
Ptn-40179 C: G(40179)=1,P1(40179)=6,P2(40179)=14,Z(40179)=0
Ptn-40180 C: G(40180)=1,P1(40180)=6,P2(40180)=14,Z(40180)=0
Ptn-40181 C: G(40181)=1,P1(40181)=6,P2(40181)=14,Z(40181)=0
Ptn-40182 C: G(40182)=1,P1(40182)=6,P2(40182)=14,Z(40182)=0
Ptn-40183 C: G(40183)=1,P1(40183)=6,P2(40183)=14,Z(40183)=0
Ptn-40184 C: G(40184)=1,P1(40184)=6,P2(40184)=14,Z(40184)=0
Ptn-40185 C: G(40185)=1,P1(40185)=6,P2(40185)=14,Z(40185)=0
Ptn-40186 C: G(40186)=1,P1(40186)=6,P2(40186)=14,Z(40186)=0
Ptn-40187 C: G(40187)=1,P1(40187)=6,P2(40187)=14,Z(40187)=0
Ptn-40188 C: G(40188)=1,P1(40188)=6,P2(40188)=14,Z(40188)=0
Ptn-40189 C: G(40189)=1,P1(40189)=6,P2(40189)=14,Z(40189)=0
Ptn-40190 C: G(40190)=1,P1(40190)=6,P2(40190)=14,Z(40190)=0
Ptn-40191 C: G(40191)=1,P1(40191)=6,P2(40191)=14,Z(40191)=0
Ptn-40192 C: G(40192)=1,P1(40192)=6,P2(40192)=14,Z(40192)=0
Ptn-40193 C: G(40193)=1,P1(40193)=6,P2(40193)=14,Z(40193)=0
Ptn-40194 C: G(40194)=1,P1(40194)=6,P2(40194)=14,Z(40194)=0
Ptn-40195 C: G(40195)=1,P1(40195)=6,P2(40195)=14,Z(40195)=0
Ptn-40196 C: G(40196)=1,P1(40196)=6,P2(40196)=14,Z(40196)=0
Ptn-40197 C: G(40197)=1,P1(40197)=6,P2(40197)=14,Z(40197)=0
Ptn-40198 C: G(40198)=1,P1(40198)=6,P2(40198)=14,Z(40198)=0
Ptn-40199 C: G(40199)=1,P1(40199)=6,P2(40199)=14,Z(40199)=0
Ptn-40200 C: G(40200)=1,P1(40200)=6,P2(40200)=14,Z(40200)=0
Ptn-40201 C: G(40201)=1,P1(40201)=6,P2(40201)=14,Z(40201)=0
Ptn-40202 C: G(40202)=1,P1(40202)=6,P2(40202)=14,Z(40202)=1
Ptn-40203 C: G(40203)=1,P1(40203)=6,P2(40203)=14,Z(40203)=0
Ptn-40204 C: G(40204)=1,P1(40204)=6,P2(40204)=14,Z(40204)=0
Ptn-40205 C: G(40205)=1,P1(40205)=6,P2(40205)=14,Z(40205)=0
Ptn-40206 C: G(40206)=1,P1(40206)=6,P2(40206)=14,Z(40206)=0
Ptn-40207 C: G(40207)=1,P1(40207)=6,P2(40207)=14,Z(40207)=0
Ptn-40208 C: G(40208)=1,P1(40208)=6,P2(40208)=14,Z(40208)=0
Ptn-40209 C: G(40209)=1,P1(40209)=6,P2(40209)=14,Z(40209)=0
Ptn-40210 C: G(40210)=1,P1(40210)=6,P2(40210)=14,Z(40210)=0
Ptn-40211 C: G(40211)=1,P1(40211)=6,P2(40211)=14,Z(40211)=0
Ptn-40212 C: G(40212)=1,P1(40212)=6,P2(40212)=14,Z(40212)=0
Ptn-40213 C: G(40213)=1,P1(40213)=6,P2(40213)=14,Z(40213)=0
Ptn-40214 C: G(40214)=1,P1(40214)=6,P2(40214)=14,Z(40214)=0
Ptn-40215 C: G(40215)=1,P1(40215)=6,P2(40215)=14,Z(40215)=0
Ptn-40216 C: G(40216)=3,P1(40216)=6,P2(40216)=14,Z(40216)=0
Ptn-40217 C: G(40217)=3,P1(40217)=6,P2(40217)=14,Z(40217)=0
Ptn-40218 C: G(40218)=3,P1(40218)=6,P2(40218)=14,Z(40218)=0
Ptn-40219 C: G(40219)=3,P1(40219)=6,P2(40219)=14,Z(40219)=0
Ptn-40220 C: G(40220)=3,P1(40220)=6,P2(40220)=14,Z(40220)=0
Ptn-40221 C: G(40221)=3,P1(40221)=6,P2(40221)=14,Z(40221)=0
Ptn-40222 C: G(40222)=3,P1(40222)=6,P2(40222)=14,Z(40222)=0
Ptn-40223 C: G(40223)=3,P1(40223)=6,P2(40223)=14,Z(40223)=0
Ptn-40224 C: G(40224)=3,P1(40224)=6,P2(40224)=14,Z(40224)=0
Ptn-40225 C: G(40225)=3,P1(40225)=6,P2(40225)=14,Z(40225)=0
Ptn-40226 C: G(40226)=3,P1(40226)=6,P2(40226)=14,Z(40226)=0
Ptn-40227 C: G(40227)=3,P1(40227)=6,P2(40227)=14,Z(40227)=0
Ptn-40228 C: G(40228)=3,P1(40228)=6,P2(40228)=14,Z(40228)=0
Ptn-40229 C: G(40229)=1,P1(40229)=6,P2(40229)=14,Z(40229)=0
Ptn-40230 C: G(40230)=1,P1(40230)=6,P2(40230)=14,Z(40230)=0
Ptn-40231 C: G(40231)=1,P1(40231)=6,P2(40231)=14,Z(40231)=0
Ptn-40232 C: G(40232)=1,P1(40232)=6,P2(40232)=14,Z(40232)=0
Ptn-40233 C: G(40233)=1,P1(40233)=6,P2(40233)=14,Z(40233)=0
Ptn-40234 C: G(40234)=1,P1(40234)=6,P2(40234)=14,Z(40234)=0
Ptn-40235 C: G(40235)=1,P1(40235)=6,P2(40235)=14,Z(40235)=0
Ptn-40236 C: G(40236)=1,P1(40236)=6,P2(40236)=14,Z(40236)=0
Ptn-40237 C: G(40237)=1,P1(40237)=6,P2(40237)=14,Z(40237)=0
Ptn-40238 C: G(40238)=1,P1(40238)=6,P2(40238)=14,Z(40238)=0
Ptn-40239 C: G(40239)=1,P1(40239)=6,P2(40239)=14,Z(40239)=0
Ptn-40240 C: G(40240)=1,P1(40240)=6,P2(40240)=14,Z(40240)=0
Ptn-40241 C: G(40241)=1,P1(40241)=6,P2(40241)=14,Z(40241)=0
Ptn-40242 C: G(40242)=1,P1(40242)=6,P2(40242)=14,Z(40242)=0
Ptn-40243 C: G(40243)=1,P1(40243)=6,P2(40243)=14,Z(40243)=0
Ptn-40244 C: G(40244)=1,P1(40244)=6,P2(40244)=14,Z(40244)=0
Ptn-40245 C: G(40245)=1,P1(40245)=6,P2(40245)=14,Z(40245)=0
Ptn-40246 C: G(40246)=1,P1(40246)=6,P2(40246)=14,Z(40246)=0
Ptn-40247 C: G(40247)=1,P1(40247)=6,P2(40247)=14,Z(40247)=0
Ptn-40248 C: G(40248)=1,P1(40248)=6,P2(40248)=14,Z(40248)=0
Ptn-40249 C: G(40249)=1,P1(40249)=6,P2(40249)=14,Z(40249)=0
Ptn-40250 C: G(40250)=1,P1(40250)=6,P2(40250)=14,Z(40250)=0
Ptn-40251 C: G(40251)=1,P1(40251)=6,P2(40251)=14,Z(40251)=0
Ptn-40252 C: G(40252)=1,P1(40252)=6,P2(40252)=14,Z(40252)=0
