========
Segment 0, number of frames = 41853, viterbi-score = 332543.856961
Printing random variables from (P,C,E)=(1,41852,0) sections
Ptn-0 P: G(0)=1,Z(0)=1
Ptn-39147 C: G(39147)=2,Z(39147)=1
Ptn-39148 C: G(39148)=2,Z(39148)=1
Ptn-39149 C: G(39149)=2,Z(39149)=1
Ptn-39150 C: G(39150)=2,Z(39150)=1
Ptn-39151 C: G(39151)=2,Z(39151)=1
Ptn-39152 C: G(39152)=4,Z(39152)=1
Ptn-39153 C: G(39153)=4,Z(39153)=3
Ptn-39154 C: G(39154)=4,Z(39154)=3
Ptn-39155 C: G(39155)=4,Z(39155)=3
Ptn-39156 C: G(39156)=4,Z(39156)=3
Ptn-39157 C: G(39157)=4,Z(39157)=3
Ptn-39158 C: G(39158)=4,Z(39158)=3
Ptn-39159 C: G(39159)=4,Z(39159)=3
Ptn-39160 C: G(39160)=4,Z(39160)=3
Ptn-39161 C: G(39161)=1,Z(39161)=3
Ptn-39162 C: G(39162)=1,Z(39162)=3
Ptn-39163 C: G(39163)=1,Z(39163)=3
Ptn-39164 C: G(39164)=1,Z(39164)=3
Ptn-39165 C: G(39165)=1,Z(39165)=3
Ptn-39166 C: G(39166)=1,Z(39166)=3
Ptn-39167 C: G(39167)=0,Z(39167)=3
Ptn-39168 C: G(39168)=0,Z(39168)=3
Ptn-39169 C: G(39169)=4,Z(39169)=1
Ptn-39170 C: G(39170)=4,Z(39170)=1
Ptn-39171 C: G(39171)=4,Z(39171)=3
Ptn-39172 C: G(39172)=4,Z(39172)=3
Ptn-39173 C: G(39173)=4,Z(39173)=2
Ptn-39174 C: G(39174)=4,Z(39174)=2
Ptn-39175 C: G(39175)=4,Z(39175)=2
Ptn-39176 C: G(39176)=4,Z(39176)=2
Ptn-39177 C: G(39177)=4,Z(39177)=2
Ptn-39178 C: G(39178)=1,Z(39178)=2
Ptn-39179 C: G(39179)=1,Z(39179)=2
Ptn-39180 C: G(39180)=1,Z(39180)=2
Ptn-39181 C: G(39181)=1,Z(39181)=2
Ptn-39182 C: G(39182)=1,Z(39182)=2
Ptn-39183 C: G(39183)=1,Z(39183)=2
Ptn-39184 C: G(39184)=1,Z(39184)=2
Ptn-39185 C: G(39185)=1,Z(39185)=2
Ptn-39186 C: G(39186)=1,Z(39186)=2
Ptn-39187 C: G(39187)=1,Z(39187)=2
Ptn-39188 C: G(39188)=1,Z(39188)=2
Ptn-39189 C: G(39189)=1,Z(39189)=2
Ptn-39190 C: G(39190)=1,Z(39190)=2
Ptn-39191 C: G(39191)=4,Z(39191)=2
Ptn-39192 C: G(39192)=4,Z(39192)=2
Ptn-39193 C: G(39193)=1,Z(39193)=2
Ptn-39194 C: G(39194)=1,Z(39194)=2
Ptn-39195 C: G(39195)=1,Z(39195)=2
Ptn-39196 C: G(39196)=1,Z(39196)=2
Ptn-39197 C: G(39197)=1,Z(39197)=2
Ptn-39198 C: G(39198)=1,Z(39198)=2
Ptn-39199 C: G(39199)=1,Z(39199)=2
Ptn-39200 C: G(39200)=1,Z(39200)=2
Ptn-39201 C: G(39201)=1,Z(39201)=2
Ptn-39202 C: G(39202)=1,Z(39202)=2
Ptn-39203 C: G(39203)=1,Z(39203)=2
Ptn-39204 C: G(39204)=1,Z(39204)=2
Ptn-39205 C: G(39205)=1,Z(39205)=2
Ptn-39206 C: G(39206)=4,Z(39206)=2
Ptn-39207 C: G(39207)=4,Z(39207)=2
Ptn-39208 C: G(39208)=4,Z(39208)=2
Ptn-39209 C: G(39209)=4,Z(39209)=2
Ptn-39210 C: G(39210)=4,Z(39210)=2
Ptn-39211 C: G(39211)=4,Z(39211)=2
Ptn-39212 C: G(39212)=4,Z(39212)=2
Ptn-39213 C: G(39213)=4,Z(39213)=2
Ptn-39214 C: G(39214)=4,Z(39214)=2
Ptn-39215 C: G(39215)=4,Z(39215)=3
Ptn-39216 C: G(39216)=4,Z(39216)=3
Ptn-39217 C: G(39217)=4,Z(39217)=3
Ptn-39218 C: G(39218)=4,Z(39218)=3
Ptn-39219 C: G(39219)=4,Z(39219)=3
Ptn-39220 C: G(39220)=4,Z(39220)=3
Ptn-39221 C: G(39221)=4,Z(39221)=3
Ptn-39222 C: G(39222)=4,Z(39222)=3
Ptn-39223 C: G(39223)=4,Z(39223)=3
Ptn-39224 C: G(39224)=4,Z(39224)=3
Ptn-39225 C: G(39225)=4,Z(39225)=3
Ptn-39226 C: G(39226)=4,Z(39226)=3
Ptn-39227 C: G(39227)=4,Z(39227)=3
Ptn-39228 C: G(39228)=4,Z(39228)=3
Ptn-39229 C: G(39229)=4,Z(39229)=1
Ptn-39230 C: G(39230)=2,Z(39230)=1
Ptn-39231 C: G(39231)=2,Z(39231)=1
Ptn-39232 C: G(39232)=2,Z(39232)=1
Ptn-39233 C: G(39233)=2,Z(39233)=1
Ptn-39234 C: G(39234)=2,Z(39234)=1
Ptn-39235 C: G(39235)=2,Z(39235)=1
Ptn-39236 C: G(39236)=2,Z(39236)=1
Ptn-39237 C: G(39237)=2,Z(39237)=1
Ptn-39238 C: G(39238)=2,Z(39238)=1
Ptn-39239 C: G(39239)=2,Z(39239)=1
Ptn-39240 C: G(39240)=6,Z(39240)=1
Ptn-39241 C: G(39241)=6,Z(39241)=1
Ptn-39242 C: G(39242)=6,Z(39242)=1
Ptn-39243 C: G(39243)=6,Z(39243)=1
Ptn-39244 C: G(39244)=6,Z(39244)=1
Ptn-39245 C: G(39245)=6,Z(39245)=1
Ptn-39246 C: G(39246)=4,Z(39246)=1
Ptn-39247 C: G(39247)=4,Z(39247)=1
Ptn-39248 C: G(39248)=4,Z(39248)=1
Ptn-39249 C: G(39249)=4,Z(39249)=1
Ptn-39250 C: G(39250)=4,Z(39250)=1
Ptn-39251 C: G(39251)=4,Z(39251)=1
Ptn-39252 C: G(39252)=7,Z(39252)=1
Ptn-39253 C: G(39253)=7,Z(39253)=1
Ptn-39254 C: G(39254)=7,Z(39254)=1
Ptn-39255 C: G(39255)=6,Z(39255)=1
Ptn-39256 C: G(39256)=6,Z(39256)=1
Ptn-39257 C: G(39257)=6,Z(39257)=1
Ptn-39258 C: G(39258)=6,Z(39258)=1
Ptn-39259 C: G(39259)=6,Z(39259)=1
Ptn-39260 C: G(39260)=6,Z(39260)=1
Ptn-39261 C: G(39261)=6,Z(39261)=1
Ptn-39262 C: G(39262)=6,Z(39262)=1
Ptn-39263 C: G(39263)=4,Z(39263)=1
Ptn-39264 C: G(39264)=4,Z(39264)=1
Ptn-39265 C: G(39265)=4,Z(39265)=1
Ptn-39266 C: G(39266)=4,Z(39266)=1
Ptn-39267 C: G(39267)=4,Z(39267)=1
Ptn-39268 C: G(39268)=4,Z(39268)=1
Ptn-39269 C: G(39269)=4,Z(39269)=1
Ptn-39270 C: G(39270)=4,Z(39270)=1
Ptn-39271 C: G(39271)=4,Z(39271)=1
Ptn-39272 C: G(39272)=4,Z(39272)=1
Ptn-39273 C: G(39273)=5,Z(39273)=1
Ptn-39274 C: G(39274)=6,Z(39274)=1
Ptn-39275 C: G(39275)=6,Z(39275)=1
Ptn-39276 C: G(39276)=6,Z(39276)=1
Ptn-39277 C: G(39277)=6,Z(39277)=1
Ptn-39278 C: G(39278)=6,Z(39278)=1
Ptn-39279 C: G(39279)=6,Z(39279)=1
Ptn-39280 C: G(39280)=6,Z(39280)=1
Ptn-39281 C: G(39281)=6,Z(39281)=1
Ptn-39282 C: G(39282)=6,Z(39282)=1
Ptn-39283 C: G(39283)=1,Z(39283)=3
Ptn-39284 C: G(39284)=1,Z(39284)=3
Ptn-39285 C: G(39285)=1,Z(39285)=3
Ptn-39286 C: G(39286)=6,Z(39286)=3
Ptn-39287 C: G(39287)=6,Z(39287)=1
Ptn-39288 C: G(39288)=6,Z(39288)=1
Ptn-39289 C: G(39289)=6,Z(39289)=1
Ptn-39290 C: G(39290)=6,Z(39290)=1
Ptn-39291 C: G(39291)=6,Z(39291)=1
Ptn-39292 C: G(39292)=6,Z(39292)=1
Ptn-39293 C: G(39293)=6,Z(39293)=1
Ptn-39294 C: G(39294)=6,Z(39294)=1
Ptn-39295 C: G(39295)=6,Z(39295)=1
Ptn-39296 C: G(39296)=5,Z(39296)=1
Ptn-39297 C: G(39297)=5,Z(39297)=1
Ptn-39298 C: G(39298)=5,Z(39298)=1
Ptn-39299 C: G(39299)=4,Z(39299)=1
Ptn-39300 C: G(39300)=4,Z(39300)=1
Ptn-39301 C: G(39301)=4,Z(39301)=1
Ptn-39302 C: G(39302)=4,Z(39302)=1
Ptn-39303 C: G(39303)=4,Z(39303)=1
Ptn-39304 C: G(39304)=6,Z(39304)=1
Ptn-39305 C: G(39305)=6,Z(39305)=1
Ptn-39306 C: G(39306)=4,Z(39306)=1
Ptn-39307 C: G(39307)=4,Z(39307)=1
Ptn-39308 C: G(39308)=4,Z(39308)=1
Ptn-39309 C: G(39309)=4,Z(39309)=1
Ptn-39310 C: G(39310)=4,Z(39310)=1
Ptn-39311 C: G(39311)=5,Z(39311)=1
Ptn-39312 C: G(39312)=5,Z(39312)=1
Ptn-39313 C: G(39313)=5,Z(39313)=1
Ptn-39314 C: G(39314)=5,Z(39314)=1
Ptn-39315 C: G(39315)=3,Z(39315)=1
Ptn-39316 C: G(39316)=3,Z(39316)=1
Ptn-39317 C: G(39317)=6,Z(39317)=1
Ptn-39318 C: G(39318)=6,Z(39318)=1
Ptn-39319 C: G(39319)=6,Z(39319)=1
Ptn-39320 C: G(39320)=6,Z(39320)=1
Ptn-39321 C: G(39321)=6,Z(39321)=1
Ptn-39322 C: G(39322)=6,Z(39322)=1
Ptn-39323 C: G(39323)=6,Z(39323)=1
Ptn-39324 C: G(39324)=6,Z(39324)=1
Ptn-39325 C: G(39325)=6,Z(39325)=1
Ptn-39326 C: G(39326)=6,Z(39326)=1
Ptn-39327 C: G(39327)=6,Z(39327)=1
Ptn-39328 C: G(39328)=6,Z(39328)=1
Ptn-39329 C: G(39329)=6,Z(39329)=1
Ptn-39330 C: G(39330)=6,Z(39330)=1
Ptn-39331 C: G(39331)=6,Z(39331)=1
Ptn-39332 C: G(39332)=6,Z(39332)=1
Ptn-39333 C: G(39333)=6,Z(39333)=1
Ptn-39334 C: G(39334)=6,Z(39334)=1
Ptn-39335 C: G(39335)=6,Z(39335)=1
Ptn-39336 C: G(39336)=6,Z(39336)=1
Ptn-39337 C: G(39337)=6,Z(39337)=1
Ptn-39338 C: G(39338)=6,Z(39338)=1
Ptn-39339 C: G(39339)=6,Z(39339)=1
Ptn-39340 C: G(39340)=6,Z(39340)=1
Ptn-39341 C: G(39341)=6,Z(39341)=1
Ptn-39342 C: G(39342)=6,Z(39342)=1
Ptn-39343 C: G(39343)=6,Z(39343)=1
Ptn-39344 C: G(39344)=6,Z(39344)=1
Ptn-39345 C: G(39345)=6,Z(39345)=1
Ptn-39346 C: G(39346)=6,Z(39346)=1
Ptn-39347 C: G(39347)=6,Z(39347)=1
Ptn-39348 C: G(39348)=6,Z(39348)=1
Ptn-39349 C: G(39349)=6,Z(39349)=1
Ptn-39350 C: G(39350)=6,Z(39350)=1
Ptn-39351 C: G(39351)=6,Z(39351)=1
Ptn-39352 C: G(39352)=6,Z(39352)=1
Ptn-39353 C: G(39353)=6,Z(39353)=1
Ptn-39354 C: G(39354)=6,Z(39354)=1
Ptn-39355 C: G(39355)=6,Z(39355)=1
Ptn-39356 C: G(39356)=6,Z(39356)=1
Ptn-39357 C: G(39357)=6,Z(39357)=1
Ptn-39358 C: G(39358)=6,Z(39358)=1
Ptn-39359 C: G(39359)=6,Z(39359)=1
Ptn-39360 C: G(39360)=6,Z(39360)=1
Ptn-39361 C: G(39361)=6,Z(39361)=1
Ptn-39362 C: G(39362)=6,Z(39362)=1
Ptn-39363 C: G(39363)=6,Z(39363)=1
Ptn-39364 C: G(39364)=4,Z(39364)=1
Ptn-39365 C: G(39365)=4,Z(39365)=1
Ptn-39366 C: G(39366)=4,Z(39366)=1
Ptn-39367 C: G(39367)=5,Z(39367)=1
Ptn-39368 C: G(39368)=5,Z(39368)=1
Ptn-39369 C: G(39369)=5,Z(39369)=1
Ptn-39370 C: G(39370)=5,Z(39370)=1
Ptn-39371 C: G(39371)=3,Z(39371)=1
Ptn-39372 C: G(39372)=4,Z(39372)=1
Ptn-39373 C: G(39373)=4,Z(39373)=1
Ptn-39374 C: G(39374)=4,Z(39374)=1
Ptn-39375 C: G(39375)=4,Z(39375)=1
Ptn-39376 C: G(39376)=4,Z(39376)=1
Ptn-39377 C: G(39377)=4,Z(39377)=1
Ptn-39378 C: G(39378)=4,Z(39378)=1
Ptn-39379 C: G(39379)=4,Z(39379)=1
Ptn-39380 C: G(39380)=4,Z(39380)=1
Ptn-39381 C: G(39381)=4,Z(39381)=1
Ptn-39382 C: G(39382)=4,Z(39382)=1
Ptn-39383 C: G(39383)=4,Z(39383)=1
Ptn-39384 C: G(39384)=4,Z(39384)=1
Ptn-39385 C: G(39385)=4,Z(39385)=1
Ptn-39386 C: G(39386)=4,Z(39386)=1
Ptn-39387 C: G(39387)=4,Z(39387)=1
Ptn-39388 C: G(39388)=4,Z(39388)=1
Ptn-39389 C: G(39389)=4,Z(39389)=1
Ptn-39390 C: G(39390)=4,Z(39390)=1
Ptn-39391 C: G(39391)=4,Z(39391)=1
Ptn-39392 C: G(39392)=6,Z(39392)=1
Ptn-39393 C: G(39393)=6,Z(39393)=1
Ptn-39394 C: G(39394)=6,Z(39394)=1
Ptn-39395 C: G(39395)=6,Z(39395)=1
Ptn-39396 C: G(39396)=6,Z(39396)=1
Ptn-39397 C: G(39397)=6,Z(39397)=1
Ptn-39398 C: G(39398)=6,Z(39398)=1
Ptn-39399 C: G(39399)=6,Z(39399)=1
Ptn-39400 C: G(39400)=6,Z(39400)=1
Ptn-39401 C: G(39401)=6,Z(39401)=1
Ptn-39402 C: G(39402)=6,Z(39402)=1
Ptn-39403 C: G(39403)=6,Z(39403)=1
Ptn-39404 C: G(39404)=6,Z(39404)=1
Ptn-39405 C: G(39405)=6,Z(39405)=1
Ptn-39406 C: G(39406)=4,Z(39406)=1
Ptn-39407 C: G(39407)=4,Z(39407)=1
Ptn-39408 C: G(39408)=4,Z(39408)=1
Ptn-39409 C: G(39409)=4,Z(39409)=1
Ptn-39410 C: G(39410)=4,Z(39410)=1
Ptn-39411 C: G(39411)=4,Z(39411)=1
Ptn-39412 C: G(39412)=5,Z(39412)=1
Ptn-39413 C: G(39413)=5,Z(39413)=1
Ptn-39414 C: G(39414)=6,Z(39414)=1
Ptn-39415 C: G(39415)=6,Z(39415)=1
Ptn-39416 C: G(39416)=6,Z(39416)=1
Ptn-39417 C: G(39417)=6,Z(39417)=1
Ptn-39418 C: G(39418)=6,Z(39418)=1
Ptn-39419 C: G(39419)=6,Z(39419)=1
Ptn-39420 C: G(39420)=6,Z(39420)=1
Ptn-39421 C: G(39421)=6,Z(39421)=1
Ptn-39422 C: G(39422)=6,Z(39422)=1
Ptn-39423 C: G(39423)=6,Z(39423)=1
Ptn-39424 C: G(39424)=6,Z(39424)=1
Ptn-39425 C: G(39425)=6,Z(39425)=1
Ptn-39426 C: G(39426)=6,Z(39426)=1
Ptn-39427 C: G(39427)=6,Z(39427)=1
Ptn-39428 C: G(39428)=6,Z(39428)=1
Ptn-39429 C: G(39429)=6,Z(39429)=1
Ptn-39430 C: G(39430)=6,Z(39430)=1
Ptn-39431 C: G(39431)=6,Z(39431)=1
Ptn-39432 C: G(39432)=6,Z(39432)=1
Ptn-39433 C: G(39433)=6,Z(39433)=1
Ptn-39434 C: G(39434)=6,Z(39434)=1
Ptn-39435 C: G(39435)=6,Z(39435)=1
Ptn-39436 C: G(39436)=6,Z(39436)=1
Ptn-39437 C: G(39437)=6,Z(39437)=1
Ptn-39438 C: G(39438)=6,Z(39438)=1
Ptn-39439 C: G(39439)=6,Z(39439)=1
Ptn-39440 C: G(39440)=5,Z(39440)=1
Ptn-39441 C: G(39441)=5,Z(39441)=1
Ptn-39442 C: G(39442)=5,Z(39442)=1
Ptn-39443 C: G(39443)=5,Z(39443)=1
Ptn-39444 C: G(39444)=5,Z(39444)=1
Ptn-39445 C: G(39445)=5,Z(39445)=1
Ptn-39446 C: G(39446)=5,Z(39446)=1
Ptn-39447 C: G(39447)=5,Z(39447)=1
Ptn-39448 C: G(39448)=5,Z(39448)=1
Ptn-39449 C: G(39449)=5,Z(39449)=1
Ptn-39450 C: G(39450)=5,Z(39450)=1
Ptn-39451 C: G(39451)=5,Z(39451)=1
Ptn-39452 C: G(39452)=5,Z(39452)=1
Ptn-39453 C: G(39453)=3,Z(39453)=1
Ptn-39454 C: G(39454)=3,Z(39454)=1
Ptn-39455 C: G(39455)=3,Z(39455)=1
Ptn-39456 C: G(39456)=3,Z(39456)=1
Ptn-39457 C: G(39457)=3,Z(39457)=1
Ptn-39458 C: G(39458)=6,Z(39458)=1
Ptn-39459 C: G(39459)=6,Z(39459)=1
Ptn-39460 C: G(39460)=5,Z(39460)=1
Ptn-39461 C: G(39461)=5,Z(39461)=1
Ptn-39462 C: G(39462)=5,Z(39462)=1
Ptn-39463 C: G(39463)=5,Z(39463)=1
Ptn-39464 C: G(39464)=5,Z(39464)=1
Ptn-39465 C: G(39465)=5,Z(39465)=1
Ptn-39466 C: G(39466)=5,Z(39466)=1
Ptn-39467 C: G(39467)=5,Z(39467)=1
Ptn-39468 C: G(39468)=5,Z(39468)=0
Ptn-39469 C: G(39469)=5,Z(39469)=1
Ptn-39470 C: G(39470)=5,Z(39470)=1
Ptn-39471 C: G(39471)=4,Z(39471)=1
Ptn-39472 C: G(39472)=5,Z(39472)=1
Ptn-39473 C: G(39473)=5,Z(39473)=1
Ptn-39474 C: G(39474)=5,Z(39474)=1
Ptn-39475 C: G(39475)=6,Z(39475)=1
Ptn-39476 C: G(39476)=6,Z(39476)=1
Ptn-39477 C: G(39477)=6,Z(39477)=1
Ptn-39478 C: G(39478)=6,Z(39478)=1
Ptn-39479 C: G(39479)=6,Z(39479)=1
Ptn-39480 C: G(39480)=6,Z(39480)=1
Ptn-39481 C: G(39481)=6,Z(39481)=1
Ptn-39482 C: G(39482)=6,Z(39482)=1
Ptn-39483 C: G(39483)=6,Z(39483)=1
Ptn-39484 C: G(39484)=6,Z(39484)=1
Ptn-39485 C: G(39485)=6,Z(39485)=1
Ptn-39486 C: G(39486)=6,Z(39486)=1
Ptn-39487 C: G(39487)=6,Z(39487)=1
Ptn-39488 C: G(39488)=6,Z(39488)=1
Ptn-39489 C: G(39489)=4,Z(39489)=1
Ptn-39490 C: G(39490)=4,Z(39490)=1
Ptn-39491 C: G(39491)=5,Z(39491)=1
Ptn-39492 C: G(39492)=5,Z(39492)=1
Ptn-39493 C: G(39493)=5,Z(39493)=1
Ptn-39494 C: G(39494)=5,Z(39494)=1
Ptn-39495 C: G(39495)=5,Z(39495)=1
Ptn-39496 C: G(39496)=6,Z(39496)=1
Ptn-39497 C: G(39497)=6,Z(39497)=1
Ptn-39498 C: G(39498)=6,Z(39498)=1
Ptn-39499 C: G(39499)=6,Z(39499)=1
Ptn-39500 C: G(39500)=3,Z(39500)=1
Ptn-39501 C: G(39501)=3,Z(39501)=1
Ptn-39502 C: G(39502)=3,Z(39502)=1
Ptn-39503 C: G(39503)=3,Z(39503)=0
Ptn-39504 C: G(39504)=3,Z(39504)=0
Ptn-39505 C: G(39505)=1,Z(39505)=1
Ptn-39506 C: G(39506)=1,Z(39506)=1
Ptn-39507 C: G(39507)=1,Z(39507)=0
Ptn-39508 C: G(39508)=1,Z(39508)=0
Ptn-39509 C: G(39509)=1,Z(39509)=1
Ptn-39510 C: G(39510)=1,Z(39510)=1
Ptn-39511 C: G(39511)=1,Z(39511)=1
Ptn-39512 C: G(39512)=3,Z(39512)=0
Ptn-39513 C: G(39513)=1,Z(39513)=1
Ptn-39514 C: G(39514)=1,Z(39514)=1
Ptn-39515 C: G(39515)=1,Z(39515)=0
Ptn-39516 C: G(39516)=1,Z(39516)=1
Ptn-39517 C: G(39517)=1,Z(39517)=1
Ptn-39518 C: G(39518)=3,Z(39518)=0
Ptn-39519 C: G(39519)=1,Z(39519)=1
Ptn-39520 C: G(39520)=1,Z(39520)=1
Ptn-39521 C: G(39521)=3,Z(39521)=0
Ptn-39522 C: G(39522)=3,Z(39522)=1
Ptn-39523 C: G(39523)=1,Z(39523)=1
Ptn-39524 C: G(39524)=1,Z(39524)=1
Ptn-39525 C: G(39525)=1,Z(39525)=1
Ptn-39526 C: G(39526)=3,Z(39526)=1
Ptn-39527 C: G(39527)=3,Z(39527)=1
Ptn-39528 C: G(39528)=3,Z(39528)=0
Ptn-39529 C: G(39529)=3,Z(39529)=0
Ptn-39530 C: G(39530)=1,Z(39530)=0
Ptn-39531 C: G(39531)=1,Z(39531)=0
Ptn-39532 C: G(39532)=1,Z(39532)=1
Ptn-39533 C: G(39533)=1,Z(39533)=1
Ptn-39534 C: G(39534)=1,Z(39534)=1
Ptn-39535 C: G(39535)=1,Z(39535)=1
Ptn-39536 C: G(39536)=1,Z(39536)=1
Ptn-39537 C: G(39537)=1,Z(39537)=1
Ptn-39538 C: G(39538)=1,Z(39538)=1
Ptn-39539 C: G(39539)=1,Z(39539)=1
Ptn-39540 C: G(39540)=1,Z(39540)=1
Ptn-39541 C: G(39541)=1,Z(39541)=1
Ptn-39542 C: G(39542)=1,Z(39542)=1
Ptn-39543 C: G(39543)=1,Z(39543)=1
Ptn-39544 C: G(39544)=1,Z(39544)=1
Ptn-39545 C: G(39545)=1,Z(39545)=1
Ptn-39546 C: G(39546)=1,Z(39546)=1
Ptn-39547 C: G(39547)=1,Z(39547)=1
Ptn-39548 C: G(39548)=1,Z(39548)=1
Ptn-39549 C: G(39549)=1,Z(39549)=1
Ptn-39550 C: G(39550)=1,Z(39550)=0
Ptn-39551 C: G(39551)=3,Z(39551)=0
Ptn-39552 C: G(39552)=1,Z(39552)=0
Ptn-39553 C: G(39553)=1,Z(39553)=0
Ptn-39554 C: G(39554)=1,Z(39554)=1
Ptn-39555 C: G(39555)=1,Z(39555)=1
Ptn-39556 C: G(39556)=1,Z(39556)=0
Ptn-39557 C: G(39557)=1,Z(39557)=1
Ptn-39558 C: G(39558)=1,Z(39558)=1
Ptn-39559 C: G(39559)=1,Z(39559)=1
Ptn-39560 C: G(39560)=3,Z(39560)=0
Ptn-39561 C: G(39561)=3,Z(39561)=0
Ptn-39562 C: G(39562)=3,Z(39562)=0
Ptn-39563 C: G(39563)=1,Z(39563)=1
Ptn-39564 C: G(39564)=1,Z(39564)=1
Ptn-39565 C: G(39565)=1,Z(39565)=1
Ptn-39566 C: G(39566)=1,Z(39566)=1
Ptn-39567 C: G(39567)=1,Z(39567)=1
Ptn-39568 C: G(39568)=1,Z(39568)=1
Ptn-39569 C: G(39569)=1,Z(39569)=1
Ptn-39570 C: G(39570)=3,Z(39570)=0
Ptn-39571 C: G(39571)=3,Z(39571)=0
Ptn-39572 C: G(39572)=3,Z(39572)=0
Ptn-39573 C: G(39573)=3,Z(39573)=0
Ptn-39574 C: G(39574)=3,Z(39574)=0
Ptn-39575 C: G(39575)=3,Z(39575)=0
Ptn-39576 C: G(39576)=1,Z(39576)=1
Ptn-39577 C: G(39577)=1,Z(39577)=1
Ptn-39578 C: G(39578)=1,Z(39578)=1
Ptn-39579 C: G(39579)=1,Z(39579)=1
Ptn-39580 C: G(39580)=1,Z(39580)=0
Ptn-39581 C: G(39581)=1,Z(39581)=1
Ptn-39582 C: G(39582)=1,Z(39582)=1
Ptn-39583 C: G(39583)=1,Z(39583)=0
Ptn-39584 C: G(39584)=1,Z(39584)=1
Ptn-39585 C: G(39585)=1,Z(39585)=1
Ptn-39586 C: G(39586)=1,Z(39586)=1
Ptn-39587 C: G(39587)=1,Z(39587)=1
Ptn-39588 C: G(39588)=1,Z(39588)=1
Ptn-39589 C: G(39589)=1,Z(39589)=0
Ptn-39590 C: G(39590)=1,Z(39590)=1
Ptn-39591 C: G(39591)=1,Z(39591)=1
Ptn-39592 C: G(39592)=1,Z(39592)=1
Ptn-39593 C: G(39593)=1,Z(39593)=1
Ptn-39594 C: G(39594)=1,Z(39594)=1
Ptn-39595 C: G(39595)=3,Z(39595)=0
Ptn-39596 C: G(39596)=3,Z(39596)=0
Ptn-39597 C: G(39597)=3,Z(39597)=0
Ptn-39598 C: G(39598)=3,Z(39598)=1
Ptn-39599 C: G(39599)=3,Z(39599)=0
Ptn-39600 C: G(39600)=3,Z(39600)=0
Ptn-39601 C: G(39601)=3,Z(39601)=2
Ptn-39602 C: G(39602)=3,Z(39602)=0
Ptn-39603 C: G(39603)=3,Z(39603)=0
Ptn-39604 C: G(39604)=3,Z(39604)=0
Ptn-39605 C: G(39605)=3,Z(39605)=0
Ptn-39606 C: G(39606)=3,Z(39606)=0
Ptn-39607 C: G(39607)=3,Z(39607)=0
Ptn-39608 C: G(39608)=3,Z(39608)=0
Ptn-39609 C: G(39609)=3,Z(39609)=0
Ptn-39610 C: G(39610)=3,Z(39610)=0
Ptn-39611 C: G(39611)=3,Z(39611)=0
Ptn-39612 C: G(39612)=3,Z(39612)=0
Ptn-39613 C: G(39613)=3,Z(39613)=1
Ptn-39614 C: G(39614)=3,Z(39614)=1
Ptn-39615 C: G(39615)=3,Z(39615)=0
Ptn-39616 C: G(39616)=3,Z(39616)=1
Ptn-39617 C: G(39617)=5,Z(39617)=1
Ptn-39618 C: G(39618)=5,Z(39618)=1
Ptn-39619 C: G(39619)=2,Z(39619)=1
Ptn-39620 C: G(39620)=2,Z(39620)=1
Ptn-39621 C: G(39621)=2,Z(39621)=1
Ptn-39622 C: G(39622)=2,Z(39622)=1
Ptn-39623 C: G(39623)=2,Z(39623)=1
Ptn-39624 C: G(39624)=2,Z(39624)=1
Ptn-39625 C: G(39625)=2,Z(39625)=2
Ptn-39626 C: G(39626)=1,Z(39626)=2
Ptn-39627 C: G(39627)=1,Z(39627)=2
Ptn-39628 C: G(39628)=1,Z(39628)=2
Ptn-39629 C: G(39629)=1,Z(39629)=2
Ptn-39630 C: G(39630)=1,Z(39630)=2
Ptn-39631 C: G(39631)=1,Z(39631)=2
Ptn-39632 C: G(39632)=1,Z(39632)=2
Ptn-39633 C: G(39633)=4,Z(39633)=2
Ptn-39634 C: G(39634)=4,Z(39634)=1
Ptn-39635 C: G(39635)=2,Z(39635)=1
Ptn-39636 C: G(39636)=2,Z(39636)=1
Ptn-39637 C: G(39637)=2,Z(39637)=1
Ptn-39638 C: G(39638)=2,Z(39638)=1
Ptn-39639 C: G(39639)=2,Z(39639)=1
Ptn-39640 C: G(39640)=2,Z(39640)=1
Ptn-39641 C: G(39641)=2,Z(39641)=1
Ptn-39642 C: G(39642)=2,Z(39642)=1
Ptn-39643 C: G(39643)=2,Z(39643)=1
Ptn-39644 C: G(39644)=2,Z(39644)=1
Ptn-39645 C: G(39645)=2,Z(39645)=1
Ptn-39646 C: G(39646)=3,Z(39646)=1
Ptn-39647 C: G(39647)=1,Z(39647)=1
Ptn-39648 C: G(39648)=1,Z(39648)=1
Ptn-39649 C: G(39649)=1,Z(39649)=1
Ptn-39650 C: G(39650)=1,Z(39650)=1
Ptn-39651 C: G(39651)=1,Z(39651)=1
Ptn-39652 C: G(39652)=1,Z(39652)=1
Ptn-39653 C: G(39653)=1,Z(39653)=1
Ptn-39654 C: G(39654)=1,Z(39654)=1
Ptn-39655 C: G(39655)=1,Z(39655)=1
Ptn-39656 C: G(39656)=1,Z(39656)=1
Ptn-39657 C: G(39657)=1,Z(39657)=1
Ptn-39658 C: G(39658)=1,Z(39658)=1
Ptn-39659 C: G(39659)=1,Z(39659)=1
Ptn-39660 C: G(39660)=1,Z(39660)=1
Ptn-39661 C: G(39661)=1,Z(39661)=1
